Id,Categoria,Subcategoria,Enllaç,Nom Producte,Preu,PreuBase,Ingredients,Valor Energètic Kj,Valor Energetic KC,Greixos,Hidrats,Sucre,Proteines,Sal,Fabricant,Valor Energètic KC
423,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-fritos-dorados-a-la-miel-eagle-250gr/49454, Honey-fried Fried Peanuts Eagle 250gr,4.49,Not Available,"Cacahuetes, azúcar, aceite de cacahuete, miel (1.6%), espesante (E-1412), sal. Puede contener trazas de otros frutos de cáscara.",2534,,48,8,17,14,25,"Bimbo, S.A.U.",611
424,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-tostada-eco-torra-125gr/108214,Toasted Almond Eco Torra 125gr,3.41,Not Available,Almendras tostadas con piel*. * Producto procedente de agricultura ecológica. Puede contener trazas de frutos secos y cacahuetes.,125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
425,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/toppy-nueces-papaya-frit-ravich/19941,Salad Mix Frit Ravich,2.99,Not Available,Not Available,2188,,36,4,31,27,17,FRIT RAVICH S.L.,526
426,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-salados-frit-ravich-125gr/55349, Salted Peanuts Frit Ravich 125gr,1.32,Not Available,"CACAHUETES con cáscara, sal, harina de arroz, colorante (E-171)",2554,,51,9,8,3,27,FRIT RAVICH S.L.,617
427,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cocktail-de-frutos-secos-borges-natura-antiox-130g/26382,Raw Dried Fruits and Dried Fruits Natura Borges,3.62,Not Available,"Almendras peladas crudas, semillas de girasol crudas peladas, trozos de nueces, arándanos desecados (arándanos, azúcar y aceite de girasol), uvas pasas sin semilla (pasas y aceite de girasol) y pistachos en grano crudos. Puede contener trazas de cacahuetes y otros frutos de cáscara.",2320,,43,4,18,20,21,Borges Branded Foods S.L.U.,559
428,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/mezcla-de-frutos-secos-torra-125gr/99051,Mix of Nuts Torra 125gr,1.21,"125 gr 9,68 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
429,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-salados-frit-ravich/19917,Salted Cashews Frit Ravich,3.68,Not Available,Not Available,2547,,50,8,17,6,21,FRIT RAVICH S.L.,615
430,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pistachos-tostados-con-sal-borges-80g/88719, Roasted Pistachios with Borges Salt 80g,2.63,Not Available,Not Available,2565,,52,6,29,16,6,Borges Branded Foods S.L.U.,620
431,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-crudas-frit-ravich/19909,Raw Almonds Frit Ravich,2.99,Not Available,Not Available,2619,,54,4,5,4,26,FRIT RAVICH S.L.,633
432,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/snack-oriental-torra-100gr/98860,Oriental Snack Torra 100gr,1.18,"100 gr 11,80 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
433,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-tostadas-frit-ravich/19908,Almonds Tostadas Frit Ravich,3.81,Not Available,Not Available,2590,,54,5,5,2,25,FRIT RAVICH S.L.,626
434,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/semillas-para-ensaladas-torra-125gr/54905, Seeds for Salads Torra 125gr,1.95,Not Available,"Nueces sin cáscara (EEUU), pipas de calabaza (China), pipas de girasol (Bulgaria), pasas sultanes (pasas y aceite de girasol) (Turquía), arándanos rojos (arándanos, azúcar de caña y aceite de girasol) (EEUU), pistacho sin cáscara (EEUU). Este producto puede contener trazas de frutos secos y cacahuetes.",125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
435,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-tropical-frit-ravich-115g/57894, Frit Ravich Tropical Cocktail 115g,1.93,Not Available,"uvas pasas (uvas pasas, aceite de girasol, conservador (dióxido de AZUFRE)), piña confitada (piña, azúcar, acidulante (E-330), aroma de piña, conservador (metabiSULFITO sódico)), papaya y coco confitados (papaya, coco, azúcar, conservador (metabiSULTIFO sódico)),arándanos rojos deshidratados [arándanos rojos, azúcar, aceite de girasol], banana frita (banana, grasa vegetal de coco, azúcar, aroma de banana)",1566,,6,5,76,60,1,FRIT RAVICH S.L.,371
436,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pistachos-tostados-sin-sal-frit-ravich-110gr/45183,Roasted Pistachios Without Salt Frit Ravich 110gr,3.25,Not Available,PISTACHOS,2680,,56,6,8,6,22,FRIT RAVICH S.L.,648
437,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-tostados-sin-sal-frit-ravich-110gr/45185,Toasted Cashews Without Salt Frit Ravich 110gr,2.99,Not Available,ANACARDOS repelados,2537,,48,9,18,8,6,FRIT RAVICH S.L.,612
438,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-natumix-frit-ravich/19943,Natumix Frit Ravich cocktail,2.63,Not Available,"CACAHUETES repelados tostados, uvas pasas Sultanas (uvas pasas, aceite de girasol), ALMENDRAS repeladas tostadas, AVELLANAS repeladas tostadas, ALMENDRAS con piel crudas, NUECES en grano, ANACARDOS tostados, NUECES MACADAMIA crudas",2450,,47,6,22,15,18,FRIT RAVICH S.L.,591
439,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-en-grano-borges-90g/85793, California Walnuts in Grain Borges 90g,2,Not Available,Not Available,2745,,64,6,9,46,2,Borges Branded Foods S.L.U.,666
440,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pistachos-tostados-frit-ravich/19915,Roasted Pistachios Frit Ravich,3.99,Not Available,Not Available,2642,,55,6,9,6,23,FRIT RAVICH S.L.,639
441,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-maxi-frutos-secos-frit-ravich/19938,Maxi Fruit Cocktail Dry Frit Ravich,2.46,Not Available,Not Available,2451,,44,6,25,3,20,FRIT RAVICH S.L.,590
442,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/mezcla-frutos-secos-fritos-borges-180g/23842,Fried Fruits Mix Borges,1.77,Not Available,"Maíz, cacahuetes sin piel, cacahuetes con piel, garbanzos tostados, habas, aceite vegetal de girasol y sal. Puede contener trazas de frutos de cáscara.",2215,,34,4,24,5,32,Borges Branded Foods S.L.U.,532
443,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/matutano-cacahuetes-tostados-al-horno/5261,Matutano Oven Roasted Peanuts,2.19,Not Available,"Cacahuetes, condimento preparado [sal, estabilizante (sorbitol), almidón de patata, harina de arroz, extracto de levadura, levadura en polvo, azúcar caramelizado, dextrosa, especias y extractos (pimentón, cúrcuma), cebolla en polvo], estabilizante (goma arábiga). Este producto ha sido elaborado en los mismos equipos de producción utilizados para otros que contienen trigo y frutos secos.",2490,,47,6,11,6,7,PepsiCo Foods. A.I.E.,595
444,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pistachos-tostados-frit-ravich-300g/100690,Roasted Pistachios Frit Ravich 300g,5.99,Not Available,PISTACHOS,2642,,55,6,9,6,23,FRIT RAVICH S.L.,639
445,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-saladas-frit-ravich/19907,Frit Ravich Almonds Frit Ravich,3.74,Not Available,Not Available,2795,,61,5,3,3,23,FRIT RAVICH S.L.,677
446,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/avellana-tostada-torra-125gr/54911, Toasted Hazelnut Torra 125gr,2.88,Not Available,Avellanas. Este producto puede contener trazas de frutos secos y cacahuetes.,125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
447,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-sin-cascara-160gr-frit-ravich/19914,Shelled Walnuts Frit Ravich,3.99,Not Available,Not Available,2844,,65,6,7,2,15,FRIT RAVICH S.L.,689
448,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/avellanas-tostadas-frit-ravich/19910,Hazelnuts Tostadas Frit Ravich,4.07,Not Available,Not Available,2866,,67,5,4,2,16,FRIT RAVICH S.L.,695
449,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/avellanas-sin-cascara-tostadas-frit-ravich-110g/84685, Hazelnuts shelled toasted Frit Ravich 110g,4.81,Not Available,AVELLANAS,2985,,71,6,1,1,15,FRIT RAVICH S.L.,724
450,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-tostada-frit-ravich-110gr/53188, Almond Toast Frit Ravich 110gr,2.99,Not Available,"ALMENDRAS con piel, sal",2549,,52,5,8,2,25,FRIT RAVICH S.L.,616
451,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/altramuces-remojados-frit-ravich/48723,Soaked lupine Frit Ravich,1.99,Not Available,"ALTRAMUCES, agua, sal, conservador (E-211), acidulante (E-330)",440,,1,0,11,0,9,FRIT RAVICH S.L.,104
452,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-mix-selecto-torra-125gr/54903, Cocktail Mix Selecto Torra 125gr,2.53,Not Available,"Almendras sin piel (España), almendras con piel (España), cacahuetes sin piel (China), anacardos (Vietnam), avellanas sin piel (Turquía), aceite de palma y sal. Este producto puede contener trazas de frutos secos y cacahuetes.",100,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
453,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-active-frit-ravich-100g/85546, Active Frit Ravich Cocktail 100g,2.63,Not Available,"AVELLANAS repeladas tostadas, ALMENDRAS repeladas tostadas, papaya confitada [papaya, azúcar, conservador (metabiSULFITO sódico)]",2328,,40,3,33,25,14,FRIT RAVICH S.L.,560
454,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pinones-frit-ravich-60gr/53187, Pinions Frit Ravich 60gr,5.75,Not Available,piñones,2502,,48,5,3,3,37,FRIT RAVICH S.L.,603
455,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-cruda-frit-ravich-110gr/53182, Raw Almond Frit Ravich 110gr,1.99,Not Available,ALMENDRAS con piel,2619,,54,4,5,4,26,FRIT RAVICH S.L.,633
456,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-en-grano-frit-ravich-90gr/53186, Frit Ravich Frits 90gr,2.96,Not Available,NUECES en grano crudas,2844,,65,6,7,2,15,FRIT RAVICH S.L.,689
457,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/macadamia-cruda-torra-125g/54350, Raw Macadamia Torra 125g,4.99,"125 gr 39,92 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
458,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/frit-ravich-coctel-selecto/27532,Frit Ravich Select Cocktail,2.99,Not Available,Not Available,2734,,59,8,7,4,22,FRIT RAVICH S.L.,662
459,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-de-frutos-secos-sin-cascara-frit-ravich-140gr/55302, Dried Fruit Cocktail without Shell Frit Ravich 140gr,1.6,Not Available,"maíz y producto de aperitivo fritos con sabor a barbacoa [maíz, aceite de girasol, sal, aroma, maltodextrina de maíz, potenciadoresdel sabor (E-621, E-635), aroma de humo, acidulante (E-330)], CACAHUETES con piel fritos y salados, CACAHUETES repelados fritos y salados, habas fritas y saladas, garbanzos tostados y salados, aceite de girasol, producto de aperitivo frito con sabor a queso [maíz, aceite de girasol, sal, aroma, colorantes (E-160c, E-160bii), acidulante (E-330)], maíz gigante frito y salado, sal",2175,,30,4,41,2,18,FRIT RAVICH S.L.,521
460,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuete-salado-repelado-torra-125gr/54918, Salted Peanut Repeated Torra 125gr,1,"125 gr 8,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
461,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/habas-fritas-frit-ravich/54958, Fried Beans Frit Ravich 130gr,0.99,Not Available,"habas, aceite de girasol, sal",1774,,18,1,29,2,30,FRIT RAVICH S.L.,424
462,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-frutos-secos-sin-cascara-frit-ravich/19940,Frit Ravich Dry Fruit Cocktail without shell,1.71,Not Available,Not Available,2175,,30,4,41,2,8,FRIT RAVICH S.L.,521
463,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cocktail-de-frutos-secos-mix-equilibrio-borges-natura-130g/26381,Raw Dried Fruits Natura Borges,3.08,Not Available,"Avellanas crudas peladas, almendras crudas peladas, pecanas crudas, trozos de nueces. Puede contener trazas de cacahuetes y otros frutos de cáscara.",2710,,61,5,42,13,4,Borges Branded Foods S.L.U.,657
464,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-al-punto-de-sal-borges-80g/85800, Almonds to the Point of Salt Borges 80g,2.63,Not Available,Not Available,2526,,52,4,33,15,4,Borges Branded Foods S.L.U.,611
465,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-fritos-con-miel-eagle/14533,Fried Peanuts with Honey Eagle,1.75,Not Available,"Cacahuetes, azúcar, aceite de cacahuete, miel (1.6%), espesante (E-1412), sal. Puede contener trazas de otros frutos de cáscara.",2534,,48,8,17,14,25,"Bimbo, S.A.U.",611
466,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-con-cascara-frit-ravich/19913,Walnuts with shell Frit Ravich,4.99,Not Available,Not Available,2900,,67,6,5,2,17,FRIT RAVICH S.L.,703
467,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-cardiosaludable-nueces-y-pasas-frit-ravich-80g/85545, Heart Healthy Cocktail Walnuts and Raisins Frit Ravich 80g,2.63,Not Available,"NUECES en grano crudas, uvas pasas Sultanas (uvas pasas, aceite de girasol), NUECES MACADAMIA tostadas, NUECES PECANAS",2631,,56,6,18,15,12,FRIT RAVICH S.L.,636
468,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-garrapinadas-de-la-vall-dager/131629,"Caramelized Almonds, from the Vall d'Àger .",4.8,"125 gr 38,40 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
469,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-crudos-frit-ravich/52903, Raw Cashew Nuts Frit Ravich 125gr,3.47,Not Available,ANACARDOS repelados,2479,,47,8,20,6,3,FRIT RAVICH S.L.,598
470,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-tostada-extra-torra-125gr/54909, Toasted Almond Extra Torra 125gr,2.75,Not Available,Almendras. Este producto puede contener trazas de frutos secos y cacahuetes.,125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
471,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-en-grano-california-torra-100g/54351, Walnuts in Grain California Torra 100g,1.92,Not Available,Nueces sin cáscara. Este producto puede contener trazas de frutos secos y cacahuetes.,100,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
472,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/mezcla-de-frutos-secos-sin-cascara-torra-125gr/54913, Mixture of dried fruits without shell Torra 125gr,1,"125 gr 8,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
473,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-fritos-salados-borges-200gr/53333, Fried Peanuts Borges 200gr,1.99,Not Available,"Cacahuetes pelados (origen EE.UU.), aceite vegetal de girasol y sal (2%). Puede contener trazas de frutos de cáscara",2617,,53,8,31,13,8,Borges Branded Foods S.L.U.,632
474,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-cruda-repelada-marcona-torra-125gr/54908, Raw Almond Marcona Torra 125gr,2.99,"125 gr 23,92 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
475,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-salados-torra-125gr/54912, Salted Cashews Torra 125gr,2.63,"125 gr 21,04 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
476,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/granillo-de-almendra-frit-ravich-80gr/78971, Almond granule Frit Ravich 80gr,1.97,Not Available,ALMENDRAS repeladas,2609,,55,4,4,3,25,FRIT RAVICH S.L.,631
477,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-crudas-eco-frit-ravich-110gr/52898, Raw Almonds Eco Frit Ravich 110gr,3.58,Not Available,ALMENDRAS ecológicas crudas,2652,,57,5,2,2,23,FRIT RAVICH S.L.,642
478,Aperitius i Fruits Secs,Snacks Salats i Nachos,https://www.ulabox.com/en/product/natuchips-crema-fresca-y-cebollino-snatts-85g/131056,Natuchips Fresh Cream and Chives Snatt's 85g,1.98,Not Available,"Patata deshidratada, aceite de girasol (14%), fécula de patata, harina de arroz, harina de maíz, suero de LECHE, cebolla en polvo, sal, crema agría en polvo (LECHE), fibra de patata, azúcar, aceite de oliva, ajo en polvo, extracto de levadura, aroma natural, perejil. Puede contener CACAHUETE, SOJA, FRUTOS DE CÁSCARA.",1893,,17,2,65,2,4,Grefusa S.L,451
