Id,Categoria,Subcategoria,Enllaç,Nom Producte,Preu,PreuBase,Ingredients,Valor Energètic Kj,Valor Energetic KC,Greixos,Hidrats,Sucre,Proteines,Sal,Fabricant,Valor Energètic KC
340,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/banderillas-dulces-mera-445ml/78770, Sweet Banderillas Mera 445ml,2.99,"445 ml 6,72 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-arbequinas-blai-peris-160-gr/46878,Olives Arbequina Blai Peris 160 gr,1.99,"160 gr 12,44 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
342,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-la-explanada-150gr/112580,La Explanada Stuffed Olives 150gr,2.42,"150 gr 16,13 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
343,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-verdes-rellenas-de-anchoa-excelencia-600g/84623, Green Olives Stuffed with Anchovy Excelencia 600g,6.99,Not Available,"Agua, aceitunas, sal, pasta de anchoa (6% sobre PNE) (agua, anchoa (pescado) y estabilizante: alginato sódico), potenciadores del sabor (E-621) y (E-631), acidulantes: ácido cítrico y ácido láctico y antioxidante: ácido ascórbico. Nota: Porcentaje de relleno (6%) expresado sobre el peso neto escurrido.",639,,16,3,0,0,2,Agolives Aceitunas Guadalquivir,155
344,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-fina-con-anchoa-mera-515g/24758,Fine Manzanilla Olives with Anchovies 200/220 Mera,3.99,"515 gr 7,75 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
345,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-gordal-alinadas-sin-hueso-excelencia-400g/100706,Gordal Seasoned Pitted Olives Excelencia 400g,4.99,"400 gr 12,48 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
346,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/banderillas-picantes-spar-370ml/83634, Spicy Banderillas Spar 370ml,1.97,"360 ml 5,47 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
347,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-jalapeno-130g-neto-excelencia/56034, Stuffed Olives of Jalapeño Excelencia 130gr,1.97,"130 gr 15,15 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
348,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-espinaler-3x120gr/32518,Anchovies Stuffed with Anchovy Espinaler 3x120gr,2.99,Not Available,Not Available,639,,16,3,0,0,1,"Espinaler, S.L.",155
349,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-deluxe-150g-neto-la-espanola/53415, Spanish Olives Stuffed Deluxe 150gr,2.31,"150 gr 15,40 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/alcaparras-mera-150ml/78769, Mera Capers 150ml,1.97,"150 ml 13,13 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/alcaparras-en-vinagre-extra-helios-1kg/116382,Helios Extra Pickled Capers 500gr,8.99,"1000 gr 8,99 € / kg.","Alcaparras, vinagre, sal.",146,,1,0,4,0,1,DULCES Y CONSERVAS HELIOS S.A.,35
352,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/pepinillos-en-vinagre-calibre-mediano-spar/83636, Pickles in Medium Caliber Vinegar Spar 345g,1.65,"190 gr 8,68 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
353,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-la-espanola/4930,La Española Stuffed Classic Anchovy Olives Tin (830g),4.99,Not Available,"Aceitunas manzanilla fina verdes aderezadas, , sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",688,,17,3,0,0,1,"La Española Alimentaria Alcoyana, S.A.",167
354,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceituna-de-aragon-alinada-mera-445ml/79300, Aragon Dressed Olive Mera 445ml,2.37,"445 ml 5,33 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
355,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa/121860,Olives stuffed with anchovy,2.4,"150 gr 16,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
356,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-deluxe-rellenas-de-anchoa-2x85g-neto-la-espanola/4938,La Española Deluxe Olives Stuffed with Anchovy (2x200g),3.49,Not Available,"Aceitunas manzanilla fina verdes aderezadas, , sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",657,,16,2,0,0,1,"La Española Alimentaria Alcoyana, S.A.",160
357,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-3x50g-neto-la-espanola/4933,La Española Anchovy Stuffed Olives (3x120g),2.87,Not Available,"Aceitunas manzanilla fina verdes aderezadas, sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",681,,16,3,0,0,1,"La Española Alimentaria Alcoyana, S.A.",165
358,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceituna-jolca-manzanilla/27323,Jolca Manzanilla Jolca,0.87,"100 gr 8,70 € / kg.",Not Available,749,,19,4,0,0,2,Jolca S.A.,182
359,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-sabor-anchoa-mera-730g/24765,Manzanilla Olives Sabor Anchoa 240/260 Mera,3.75,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-negras-sin-hueso-150gr-neto-excelencia/53927, Black Olives Without Bone Excelencia 150gr,1.99,"150 gr 13,27 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-con-hueso-240-260-piezas-500g/130969,Manzanilla Olives with Stone 240/260 Pieces 500g,2.99,"500 gr 5,98 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
362,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-arbequinas-mera-720ml/78772, Arbequina olives Mera 720ml,2.99,"720 ml 4,15 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
363,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-fina-deshuesadas-natural-mera-455g/40672,Fine Natural Boned Chamomile Olives Mera 240/260 Pieces,2.92,"455 gr 6,42 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
364,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanillas-xxl-rellenas-de-anchoa-mera-300g/40652,XXL Manzanilla Olives Stuffed with Anchora Mera,1.99,"300 gr 6,63 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
365,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-gordal-natural-720ml/78774, Natural Gordal Olives 720ml,4.94,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
366,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-negras-horneadas-griegas-250g/80114, Baked Greek Olives 250g,3.85,"250 gr 15,40 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
367,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceituna-coctel-gordal-encurtida/85590, Pickled Gordal Olive,3.25,"1 ud 3,25 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
368,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-alinadas-con-hueso-spar-550g/130970,Seasoned Olives with Bone Spar 550g,2.99,"550 gr 5,44 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
369,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/pepinillos-agridulces-brickcity-72cl/97158, Bittersweet Gherkins Brickcity 72cl,4.95,Not Available,"Pepinillos, agua, vinagre, azúcar, sal, cebolla, pimiento dulce, granos de mostaza, eneldo, aroma natural.",149,,0,0,7,7,1,Comercial Masoliver S.A.U.,35
370,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-moradas-naturales-mera-720ml-cristal/79298, Natural Purple Olives Mera 720ml Crystal,2.99,"720 ml 4,15 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
371,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa/83630, Anchovy Stuffed Olives 350g Net Spar,1.48,"150 gr 9,87 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
372,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/variantes-4-frutos-mera/24767,Variants 4 Fruits Mera,1.99,"455 gr 4,37 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
373,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/guindillas-picantes-mera/24769,Spicy chilies Mera,1.99,"445 gr 4,47 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
374,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-350g-neto-la-espanola/4935,La Española Anchovy Stuffed Olives Tin 350g,1.95,Not Available,"Aceitunas manzanilla fina verdes aderezadas, , sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",656,,16,2,0,0,1,"La Española Alimentaria Alcoyana, S.A.",159
375,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-suaves-rellenas-de-anchoa-3x50g-neto-la-espanola/4942,La Española Soft Olives Stuffed with Anchovy (3x120g),2.87,Not Available,"Aceitunas manzanilla fina verdes aderezadas, , sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",640,,15,3,0,0,1,"La Española Alimentaria Alcoyana, S.A.",155
376,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/oliva-gordal-guindilla-cristal-400-gr/115841,Gordal Olive Chilli Cristal,3.25,"1 ud 3,25 € / ud.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
377,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/appel-pepinillos-con-especias/23147,Appel Gherkins with Spices,4.84,Not Available,Not Available,117,,0,0,6,5,0,Comercial Masoliver S.A.U.,28
378,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-pimiento-130g-neto-la-espanola/4945,La Española Stuffed Olives with Pepper (300g),1.99,"130 gr 15,31 € / kg.","Aceitunas manzanilla Verdes aderezadas, pasta de pimiento 20%(pimiento, estabilizadores:alginato de sodio, goma guar, cloruro de calcio, ), sal, acidulante:ácido cítrico, antioxidante: ácido ascórbico.",609,,14,2,0,0,1,"La Española Alimentaria Alcoyana, S.A.",148
379,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/pepinillos-kuehne/6921,Khüne Pepinillos Jar,3.8,"330 gr 11,52 € / kg.","Pepinillos, agua, vinagre de alcohol, jarabe de glucosa-fructosa, eneldo, semilla de MOSTAZA, pimiento rojo, cebolla, sal, azúcar, aroma natural",126,,0,0,4,4,1,Bolton Cile España,30
380,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/banderillas-dulces-spar/83633, Sweet Banderillas Spar 370ml,1.86,"360 ml 5,17 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
381,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-manzanilla-mera-370g/24757,Anchovy stuffed olives Chamomile Mera,1.99,"370 gr 5,38 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
382,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-con-hueso-bolsa/83919, Manzanilla Olives with Bone Bag 180g Spar,0.66,"100 gr 6,60 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
383,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-partidas-ajo-mera/24762,Garlic Mera Olives,2.86,"720 gr 3,97 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
384,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-suaves-rellenas-de-anchoa-130g-neto-la-espanola/4941,La Española Soft Olives Stuffed with Anchovy (300g),1.93,Not Available,"Aceitunas manzanilla fina verdes aderezadas, , sal, relleno de anchoa 6%(anchoa, estabilizante: alginato sódico), potenciador del sabor:glutamato monosódico, acidulante: ácido cítrico, antioxidante:ácido ascórbico.",635,,15,2,0,0,1,"La Española Alimentaria Alcoyana, S.A.",154
385,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-bajas-en-sal-alinadas-mera-720ml/100699,Low Salt Olives Seasoned Mera 720ml,3.75,"720 ml 5,21 € / l.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
386,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-de-pages-de-la-mati-mera/80217, Olives from Pagès de la Mati Mera,3.56,"720 gr 4,94 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
387,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/pepinillos-alinados-mera/24766,Mera Pickles,2.65,"455 gr 5,82 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
388,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-negras-lonchas-175-gr-neto-excelencia/53889, Black Olives Slices Excelencia 175gr,1.64,"175 gr 9,37 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
389,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceituna-negra-gigante-mera-185g/79301, Giant Black Olive Mera 185g,1.99,"185 gr 10,76 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/pepinillos-en-vinagre-calibre-pequeno-spar/83639, Gherkins Small Caliber 345g Spar,1.23,"190 gr 6,47 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
391,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/guindillas-en-vinagre-spar/83635, Chilli Pepper in Spar 300g,1.87,"130 gr 14,38 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
392,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-anchoa-3x50g-neto-spar/83631, Anchovy Stuffed Olives 3x120g Net Spar,1.68,"150 gr 11,20 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
393,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-empeltre-blai-peris-180-gr/46879,Olives Empeltre Blai Peris 180 gr,2.3,"180 gr 12,78 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
394,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-rellenas-de-finas-hierbas-130gr-neto-excelencia/55321, Olives Stuffed with Fine Herbs Excelencia 130gr,1.99,"130 gr 15,31 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
395,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-negras-con-hueso-185g-neto-la-espanola/4951,La Española Black Olives with Bone Tin 350g,1.99,"185 gr 10,76 € / kg.","Aceitunas negras aderezadas enteras, sal , acidulante: ácido cítrico estabilizante E-585",684,,16,3,0,0,1,"La Española Alimentaria Alcoyana, S.A.",166
396,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-manzanilla-sin-hueso-spar-bolsa-70g/83645, Boneless Chamomile Olives Bag 160g Spar,0.66,"70 gr 9,43 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
397,Aperitius i Fruits Secs,Olives,https://www.ulabox.com/en/product/aceitunas-verdes-partidas-estilo-campero-excelencia-500gr/104308,Green Split Olives Campero Style Excelencia 500gr,4.62,"500 gr 9,24 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
398,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-salada-marcona-repelada-torra-125gr/54916, Salted Almond Marcona Repelada Torra 125gr,3.29,Not Available,"Almendras marcona, aceite de palma y sal. Este producto puede contener trazas de frutos secos y cacahuetes.",125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
399,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuete-tostado-cascara-torra-200-gr/54348, Roasted Peanut Cascara Torra 200 Gr,1.54,"200 gr 7,70 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
400,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-crudos-eco-frit-ravich-110gr/52902, Raw Cashew Nuts Eco Frit Ravich 110gr,2.99,Not Available,ANACARDOS ecológicos crudos,2479,,47,8,20,6,22,FRIT RAVICH S.L.,598
401,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pistacho-tostado-iran-torra-125gr/54910, Roasted Pistachio Iran Torra 125gr,2.7,Not Available,Pistachos y sal. Este producto puede contener trazas de frutos secos y cacahuetes.,125,,Not Available,Not Available,Not Available,Not Available,Not Available,Fruits Secs Torra,Not Available
402,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/altramuses/115858,Altramuses,1.5,"250 gr 6,00 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
403,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendra-marcona-salada-frit-ravich-110gr/79233, Almond Marcona Savory Frit Ravich 110gr,3.51,Not Available,"ALMENDRAS repeladas, aceite de girasol, sal",2795,,61,5,3,3,23,FRIT RAVICH S.L.,677
404,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-garrapinadas-torra-125gr/54904, Caramelized almonds Torra 125gr,2.48,"125 gr 19,84 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
405,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cocktail-de-frutos-secos-barbacoa-frit-ravich-180gr/98863,Barbecue Dried Fruit Cocktail Frit Ravich 180gr,1.99,Not Available,"maíz frito, CACAHUETES repelados fritos y salados, producto de aperitivo frito con sabor a barbacoa [maíz, aceite de girasol, sal, aroma, maltodextrina de maíz, potenciadores del sabor (E-621, E-635), aroma de humo, acidulante (E-330)], producto de aperitivo frito con sabor a queso [maíz, aceite de girasol, sal, aroma, colorantes (E-160c, E-160b), acidulante (E-330)], aceite de girasol, aromabarbacoa [azúcar, aroma, sal, maltodextrina de patata, potenciadores del sabor (E-621, E-631, E-627), correctores de acidez (E-330,E-296), colorante (E-160c), aromas de humo, edulcorante (E-951), antioxidantes (E-300, E-392, E-307)], sal",2183,,30,4,47,3,8,FRIT RAVICH S.L.,523
406,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/pinon-nacional-extra-torra-50gr/54907, National Pinion Extra Torra 50gr,4.99,"50 gr 99,80 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
407,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-tostadas-sal-pimienta-frit-ravich-105gr/121600,Toasted Almonds Salt / Pepper Frit Ravich 105gr,2,Not Available,"ALMENDRAS, aroma sal y pimienta [maltodextrina, sal, harina de arroz, pimienta negra gruesa, azúcar, pimienta negra molida, aroma natural de pimienta, extracto de levadura, aceite de girasol, acidulante (E-330), antioxidante (E-392)], espesante (E-412)",2531,,53,4,6,2,23,FRIT RAVICH S.L.,612
408,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-de-macadamia-saladas-frit-ravich-100g/84683, Salted Macadamia Nuts Frit Ravich 100g,4.73,Not Available,"NUECES MACADAMIA, aceite de girasol, sal",2963,,71,12,4,3,11,FRIT RAVICH S.L.,719
409,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/anacardos-fritos-con-sal-borges-80g/88720, Fried Cashew Nuts with Borges Salt 80g,2.63,Not Available,Not Available,2552,,48,9,28,11,26,Borges Branded Foods S.L.U.,615
410,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-largueta-tostada-borges-150g/39929,Almonds Largueta Tostada Borges,3.8,Not Available,Almendras largueta. Puede contener trazas de cacahuetes y otros frutos de cáscara.,2548,,55,5,35,15,3,Borges Branded Foods S.L.U.,617
411,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-garrapinnadas-de-la-vall-dager/127960,"Garrapinñadas almonds from the ""Vall d'Àger""",6.25,"180 gr 34,72 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
412,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-inmuno-frit-ravich-100gr/119818,Immuno Frit Ravich Cocktail 100gr,1.99,Not Available,"AVELLANAS sin cáscara crudas, NUECES en grano crudas, CACAHUETES repelados tostados, pipas de girasol peladas crudas, pipas de calabaza peladas crudas",2722,,59,7,5,3,7,FRIT RAVICH S.L.,659
413,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-con-cascara-tostados-frit-ravich/19911,Peanuts with Toasted Skins Frit Ravich,1.57,Not Available,Not Available,2652,,54,10,8,5,26,FRIT RAVICH S.L.,641
414,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cocteleo-original-sin-cascara-frit-ravich/84684, Original Cocktail without Peel Frit Ravich 400g,3.51,Not Available,"maíz y producto de aperitivo fritos con sabor a barbacoa [maíz, aceite de girasol, sal, aroma, maltodextrina de maíz, potenciadoresdel sabor (E-621, E-635), aroma de humo, acidulante (E-330)], CACAHUETES con piel fritos y salados, CACAHUETES repelados fritos y salados, habas fritas y saladas, garbanzos tostados y salados, aceite de girasol, producto de aperitivo frito con sabor a queso [maíz, aceite de girasol, sal, aroma, colorantes (E-160c, E-160bii), acidulante (E-330)], maíz gigante frito y salado, sal",2175,,30,4,41,2,8,FRIT RAVICH S.L.,521
415,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/avellanas-crudas-eco-frit-ravich-110gr/52899, Raw Hazelnuts Eco Frit Ravich 110gr,3.58,Not Available,AVELLANAS ecológicas crudas,2808,,65,5,3,2,15,FRIT RAVICH S.L.,681
416,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/matutano-almendras-tostadas-al-horno/26678,Matutano Almonds Baked Toast,4.37,Not Available,"Almendras, condimento preparado [sal, estabilizante (sorbitol), almidón de patata, harina de arroz, extracto de levadura, levadura en polvo, azúcar caramelizado, dextrosa, especias y extractos (pimentón, cúrcuma), cebolla en polvo], estabilizante (goma arábiga). Este producto ha sido elaborado en los mismos equipos de producción utilizados para otros que contienen trigo, cacahuetes y otros frutos secos.",2603,,57,6,6,3,9,PepsiCo Foods. A.I.E.,622
417,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/almendras-tostadas-sin-sal-frit-ravich-110gr/45182,Almonds Toasted Without Salt Frit Ravich 110gr,2.98,Not Available,ALMENDRAS repeladas,2706,,57,4,6,3,26,FRIT RAVICH S.L.,654
418,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/coctel-antioxidante-frit-ravich-100g/85547, Frit Ravich Antioxidant Cocktail 100g,2.63,Not Available,"arándanos rojos deshidratados [arándanos rojos, azúcar, aceite de girasol], ALMENDRAS con piel tostadas, ANACARDOS tostados",2034,,27,3,47,36,12,FRIT RAVICH S.L.,487
419,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-sin-cascara-eco-frit-ravich-90gr/52900, Shelled Walnuts Eco Frit Ravich 90gr,3.58,Not Available,NUECES sin cáscara ecológicas crudas,2936,,68,6,4,2,17,FRIT RAVICH S.L.,711
420,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-salados-frit-ravich/19916,Salted Peanuts Frit Ravich,1.99,Not Available,Not Available,2517,,48,8,14,4,24,FRIT RAVICH S.L.,607
421,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/cacahuetes-tostados-sin-sal-frit-ravich-120gr/45184,Roasted Peanuts Without Salt Frit Ravich 120gr,1.25,Not Available,CACAHUETES repelados,2652,,54,10,8,5,26,FRIT RAVICH S.L.,641
422,Aperitius i Fruits Secs,Fruits Secs,https://www.ulabox.com/en/product/nueces-torres-selecta-100g/128581,Torres Selecta walnuts 100g,3.99,"100 gr 39,90 € / kg.",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
